algo,mdp,run,rho_empirical,rho_internal
DiffQL,resetdie,0,6.0,6.093817148924659
DiffQL,resetdie,1,6.0,5.769942923145819
DiffQL,resetdie,2,6.0,6.163635367024572
DiffQL,resetdie,3,6.0,5.844969203994974
DiffQL,resetdie,4,6.0,5.621561266926645
DiffQL,resetdie,5,6.0,6.035702573741166
DiffQL,resetdie,6,6.0,6.085208282312612
DiffQL,resetdie,7,6.0,5.829132303597382
DiffQL,resetdie,8,6.0,6.50416247252572
DiffQL,resetdie,9,6.0,6.258060000845304
DiffQL,resetdie,10,6.0,6.1765023990530645
DiffQL,resetdie,11,6.0,5.882249561506678
DiffQL,resetdie,12,6.0,5.9351999222020755
DiffQL,resetdie,13,5.0,5.226612869363338
DiffQL,resetdie,14,6.0,6.16431320488716
DiffQL,resetdie,15,6.0,6.09775986557199
DiffQL,resetdie,16,6.0,5.832459650195026
DiffQL,resetdie,17,6.0,5.938077539620774
DiffQL,resetdie,18,6.0,6.258513845901392
DiffQL,resetdie,19,6.0,6.742172012444985
DiffQL,resetdie,20,6.0,6.111698054439812
DiffQL,resetdie,21,6.0,6.3981442923012
DiffQL,resetdie,22,6.0,5.893844122870974
DiffQL,resetdie,23,6.0,6.626576907532883
DiffQL,resetdie,24,6.0,4.968152769730834
DiffQL,resetdie,25,6.0,6.512179583508319
DiffQL,resetdie,26,6.0,5.394924746716008
DiffQL,resetdie,27,5.0,5.534892629128928
DiffQL,resetdie,28,6.0,6.459465263947145
DiffQL,resetdie,29,6.0,6.2499754334899205
DiffQL,resetdie,30,6.0,5.940017109969374
DiffQL,resetdie,31,6.0,5.90831273172429
DiffQL,resetdie,32,6.0,5.602771607147535
DiffQL,resetdie,33,6.0,5.618493309830634
DiffQL,resetdie,34,0.0,5.332616808920457
DiffQL,resetdie,35,6.0,5.3431782864033295
DiffQL,resetdie,36,6.0,5.964583493405107
DiffQL,resetdie,37,0.0,5.1892528324197
DiffQL,resetdie,38,6.0,6.347896876486294
DiffQL,resetdie,39,6.0,6.111439748103035
DiffQL,resetdie,40,6.0,6.425384901009024
DiffQL,resetdie,41,6.0,5.716561228573036
DiffQL,resetdie,42,6.0,6.200019920923891
DiffQL,resetdie,43,6.0,6.335234384741858
DiffQL,resetdie,44,6.0,6.429134482776242
DiffQL,resetdie,45,6.0,5.923569051960873
DiffQL,resetdie,46,6.0,6.251227046127545
DiffQL,resetdie,47,6.0,5.902513593467006
DiffQL,resetdie,48,6.0,5.701845951476522
DiffQL,resetdie,49,6.0,5.585338555293288
DiffQL,resetdie,50,6.0,6.08845691661763
DiffQL,resetdie,51,6.0,6.162222105506144
DiffQL,resetdie,52,6.0,6.516655238578345
DiffQL,resetdie,53,6.0,6.216064545218491
DiffQL,resetdie,54,6.0,5.669550378526635
DiffQL,resetdie,55,6.0,5.264877044946538
DiffQL,resetdie,56,6.0,6.094659923309633
DiffQL,resetdie,57,6.0,5.862214739996838
DiffQL,resetdie,58,6.0,6.256163346116466
DiffQL,resetdie,59,6.0,5.651641950658599
DiffQL,resetdie,60,6.0,5.673429988983617
DiffQL,resetdie,61,6.0,6.236366842411991
DiffQL,resetdie,62,6.0,5.971671868670897
DiffQL,resetdie,63,6.0,6.167869770921369
DiffQL,resetdie,64,6.0,6.296055400178743
DiffQL,resetdie,65,6.0,5.82744456412654
DiffQL,resetdie,66,6.0,6.55024560679388
DiffQL,resetdie,67,6.0,6.250585207791868
DiffQL,resetdie,68,6.0,6.285426546758759
DiffQL,resetdie,69,6.0,5.735688363589448
DiffQL,resetdie,70,6.0,5.238678509500473
DiffQL,resetdie,71,6.0,6.451166284827798
DiffQL,resetdie,72,6.0,6.448754879876997
DiffQL,resetdie,73,6.0,5.823938147443617
DiffQL,resetdie,74,6.0,5.8728772162275575
DiffQL,resetdie,75,6.0,5.796023566198029
DiffQL,resetdie,76,6.0,5.609348158457598
DiffQL,resetdie,77,6.0,6.057917797507756
DiffQL,resetdie,78,6.0,5.886788031542831
DiffQL,resetdie,79,6.0,6.059078127824334
DiffQL,resetdie,80,6.0,6.101469068097831
DiffQL,resetdie,81,6.0,5.9424519606061414
DiffQL,resetdie,82,6.0,5.9895780466741515
DiffQL,resetdie,83,0.0,5.457970419094168
DiffQL,resetdie,84,6.0,6.079688133037734
DiffQL,resetdie,85,6.0,5.366797534148177
DiffQL,resetdie,86,6.0,6.238646600754134
DiffQL,resetdie,87,6.0,5.906703085781973
DiffQL,resetdie,88,6.0,5.23303996450499
DiffQL,resetdie,89,6.0,6.564031365839889
DiffQL,resetdie,90,6.0,5.487057475183411
DiffQL,resetdie,91,6.0,6.213214030205704
DiffQL,resetdie,92,6.0,6.060125957328308
DiffQL,resetdie,93,6.0,5.782632148224205
DiffQL,resetdie,94,6.0,6.130402447552413
DiffQL,resetdie,95,0.0,5.251654424161651
DiffQL,resetdie,96,6.0,6.198580358173186
DiffQL,resetdie,97,6.0,5.599541884747016
DiffQL,resetdie,98,6.0,5.350155937294287
DiffQL,resetdie,99,6.0,6.121976241299639
DiffQL,resetdie,100,6.0,5.560482210148551
DiffQL,resetdie,101,6.0,6.056958715902564
DiffQL,resetdie,102,6.0,5.715955623417369
DiffQL,resetdie,103,6.0,6.103103531619152
DiffQL,resetdie,104,6.0,6.26935488031243
DiffQL,resetdie,105,6.0,6.294718958599173
DiffQL,resetdie,106,6.0,5.648456804992945
DiffQL,resetdie,107,6.0,6.4244092901800665
DiffQL,resetdie,108,6.0,6.323194379425362
DiffQL,resetdie,109,6.0,6.864974212420738
DiffQL,resetdie,110,6.0,5.749473092210228
DiffQL,resetdie,111,5.0,5.211573069179951
DiffQL,resetdie,112,6.0,6.18268845294977
DiffQL,resetdie,113,6.0,6.109239537056121
DiffQL,resetdie,114,6.0,5.835333770577987
DiffQL,resetdie,115,6.0,5.50014468498653
DiffQL,resetdie,116,6.0,5.668414956692235
DiffQL,resetdie,117,6.0,6.2294122215361725
DiffQL,resetdie,118,6.0,5.762482394165793
DiffQL,resetdie,119,6.0,6.044541212728436
DiffQL,resetdie,120,6.0,6.123439167928597
DiffQL,resetdie,121,6.0,5.830540574412385
DiffQL,resetdie,122,6.0,6.256376306017757
DiffQL,resetdie,123,6.0,5.611980494920718
DiffQL,resetdie,124,6.0,5.740728322124378
DiffQL,resetdie,125,6.0,6.130674797661615
DiffQL,resetdie,126,6.0,6.279076037992919
DiffQL,resetdie,127,6.0,5.984962148846872
DiffQL,resetdie,128,6.0,6.377428051548169
DiffQL,resetdie,129,6.0,5.537961321798742
DiffQL,resetdie,130,6.0,6.802554019387453
DiffQL,resetdie,131,6.0,5.782605711109454
DiffQL,resetdie,132,6.0,6.437919897622401
DiffQL,resetdie,133,6.0,6.0115418957905
DiffQL,resetdie,134,6.0,5.782257703124657
DiffQL,resetdie,135,6.0,6.409646613430625
DiffQL,resetdie,136,6.0,6.154890008148313
DiffQL,resetdie,137,6.0,5.640714787719752
DiffQL,resetdie,138,6.0,6.227625081377415
DiffQL,resetdie,139,6.0,5.900360765485975
DiffQL,resetdie,140,6.0,5.73188517927674
DiffQL,resetdie,141,6.0,6.0864618857561
DiffQL,resetdie,142,6.0,5.860460873876498
DiffQL,resetdie,143,6.0,6.104598141280818
DiffQL,resetdie,144,6.0,5.623622771644263
DiffQL,resetdie,145,6.0,6.236387054231525
DiffQL,resetdie,146,6.0,5.777599758171577
DiffQL,resetdie,147,6.0,6.287659810707909
DiffQL,resetdie,148,6.0,4.968189052649594
DiffQL,resetdie,149,6.0,5.705072223968857
DiffQL,resetdie,150,6.0,6.068290286933391
DiffQL,resetdie,151,6.0,5.784504269165522
DiffQL,resetdie,152,6.0,6.353507786685118
DiffQL,resetdie,153,6.0,5.909339098467499
DiffQL,resetdie,154,6.0,6.184661014169175
DiffQL,resetdie,155,6.0,6.276788032079166
DiffQL,resetdie,156,6.0,6.241536682501713
DiffQL,resetdie,157,6.0,6.419131498024107
DiffQL,resetdie,158,6.0,5.659627136787737
DiffQL,resetdie,159,6.0,6.602581423593162
DiffQL,resetdie,160,6.0,5.942991393899702
DiffQL,resetdie,161,6.0,6.275756814237689
DiffQL,resetdie,162,6.0,5.725606101800359
DiffQL,resetdie,163,5.0,5.106231910837743
DiffQL,resetdie,164,6.0,5.896127638877864
DiffQL,resetdie,165,6.0,6.106188745816453
DiffQL,resetdie,166,6.0,6.194937621429006
DiffQL,resetdie,167,6.0,5.677129887977052
DiffQL,resetdie,168,6.0,5.899389497054677
DiffQL,resetdie,169,6.0,6.475855096046726
DiffQL,resetdie,170,6.0,5.9541628486520235
DiffQL,resetdie,171,6.0,5.482859978002595
DiffQL,resetdie,172,6.0,5.25079234296759
DiffQL,resetdie,173,6.0,6.390005876707463
DiffQL,resetdie,174,6.0,5.452294443499423
DiffQL,resetdie,175,6.0,5.479808103912104
DiffQL,resetdie,176,4.0,5.177211759277705
DiffQL,resetdie,177,6.0,5.945494361386344
DiffQL,resetdie,178,6.0,5.7532495204153875
DiffQL,resetdie,179,6.0,5.869881749522958
DiffQL,resetdie,180,6.0,5.765863878273044
DiffQL,resetdie,181,6.0,6.255011027129979
DiffQL,resetdie,182,6.0,6.23964737221856
DiffQL,resetdie,183,6.0,6.092519304426496
DiffQL,resetdie,184,6.0,5.795664992493015
DiffQL,resetdie,185,6.0,6.414739161289844
DiffQL,resetdie,186,6.0,6.6835889658884655
DiffQL,resetdie,187,6.0,6.150665789185819
DiffQL,resetdie,188,6.0,5.558819192048385
DiffQL,resetdie,189,6.0,6.282579133625435
DiffQL,resetdie,190,6.0,6.532991821247408
DiffQL,resetdie,191,6.0,6.295088628512753
DiffQL,resetdie,192,6.0,6.116291542464791
DiffQL,resetdie,193,5.0,5.069609874035091
DiffQL,resetdie,194,6.0,6.064388093675939
DiffQL,resetdie,195,6.0,5.710342324618794
DiffQL,resetdie,196,6.0,6.199144852246601
DiffQL,resetdie,197,5.0,5.125115335547437
DiffQL,resetdie,198,6.0,5.253750962805798
DiffQL,resetdie,199,6.0,6.272079217390865
DiffQL,resetdie,200,6.0,6.162972726980769
DiffQL,resetdie,201,6.0,5.611962742046978
DiffQL,resetdie,202,6.0,6.260107281204957
DiffQL,resetdie,203,6.0,6.340383420699657
DiffQL,resetdie,204,6.0,5.655353008274092
DiffQL,resetdie,205,6.0,5.955558747892823
DiffQL,resetdie,206,6.0,6.219544838887597
DiffQL,resetdie,207,6.0,6.6740685415143854
DiffQL,resetdie,208,6.0,6.640396603269997
DiffQL,resetdie,209,6.0,5.5390031091877505
DiffQL,resetdie,210,6.0,6.398953044450162
DiffQL,resetdie,211,6.0,6.215511351068346
DiffQL,resetdie,212,6.0,6.235137212853945
DiffQL,resetdie,213,6.0,6.196396851590351
DiffQL,resetdie,214,6.0,6.2953386867352235
DiffQL,resetdie,215,6.0,5.671882138447223
DiffQL,resetdie,216,6.0,6.5135304911614105
DiffQL,resetdie,217,6.0,6.000262702276639
DiffQL,resetdie,218,6.0,6.534066427785224
DiffQL,resetdie,219,6.0,6.048834777906149
DiffQL,resetdie,220,6.0,5.723168287891217
DiffQL,resetdie,221,6.0,6.43437681365819
DiffQL,resetdie,222,6.0,6.156150694828143
DiffQL,resetdie,223,6.0,5.217174735298546
DiffQL,resetdie,224,6.0,5.47669367754247
DiffQL,resetdie,225,6.0,5.381623965811488
DiffQL,resetdie,226,6.0,5.9729029188965015
DiffQL,resetdie,227,6.0,6.332157094412645
DiffQL,resetdie,228,6.0,5.995975192806649
DiffQL,resetdie,229,6.0,5.271975826910831
DiffQL,resetdie,230,6.0,5.895225887272453
DiffQL,resetdie,231,6.0,5.116119999832253
DiffQL,resetdie,232,6.0,6.262741619649319
DiffQL,resetdie,233,6.0,6.332525533226979
DiffQL,resetdie,234,0.0,5.57853986740876
DiffQL,resetdie,235,6.0,6.108437572344554
DiffQL,resetdie,236,6.0,6.0200529278339365
DiffQL,resetdie,237,6.0,5.977910837149551
DiffQL,resetdie,238,6.0,6.129060332262798
DiffQL,resetdie,239,6.0,5.3326711200159505
DiffQL,resetdie,240,6.0,5.7524527111797035
DiffQL,resetdie,241,6.0,5.603623067591349
DiffQL,resetdie,242,6.0,6.559789334217737
DiffQL,resetdie,243,6.0,5.626173799994287
DiffQL,resetdie,244,6.0,5.639481179940752
DiffQL,resetdie,245,6.0,5.694595405405304
DiffQL,resetdie,246,6.0,5.855336415328451
DiffQL,resetdie,247,6.0,5.444692499664608
DiffQL,resetdie,248,6.0,6.454812161721035
DiffQL,resetdie,249,6.0,6.001995663725302
DiffQL,resetdie,250,6.0,5.5383461352534695
DiffQL,resetdie,251,6.0,6.03131952895736
DiffQL,resetdie,252,6.0,5.879122022525946
DiffQL,resetdie,253,6.0,6.364528852729547
DiffQL,resetdie,254,6.0,6.129572530193207
DiffQL,resetdie,255,6.0,5.737302723111313
DiffQL,resetdie,256,6.0,5.997117840381925
DiffQL,resetdie,257,6.0,6.650470758074645
DiffQL,resetdie,258,6.0,6.3912081943930845
DiffQL,resetdie,259,6.0,6.2114808130825505
DiffQL,resetdie,260,6.0,6.303993554924926
DiffQL,resetdie,261,6.0,5.692673526467324
DiffQL,resetdie,262,6.0,5.700490413757414
DiffQL,resetdie,263,6.0,6.651793587057838
DiffQL,resetdie,264,6.0,5.975435860907839
DiffQL,resetdie,265,6.0,5.657617155261885
DiffQL,resetdie,266,6.0,6.549038714941989
DiffQL,resetdie,267,6.0,5.599174642716654
DiffQL,resetdie,268,6.0,6.266612932577908
DiffQL,resetdie,269,6.0,6.383543679395794
DiffQL,resetdie,270,5.0,4.799499394722467
DiffQL,resetdie,271,6.0,6.121018228394248
DiffQL,resetdie,272,6.0,6.216307296643873
DiffQL,resetdie,273,6.0,6.008286345502587
DiffQL,resetdie,274,6.0,5.575324049865724
DiffQL,resetdie,275,6.0,5.869702808548234
DiffQL,resetdie,276,6.0,6.410358919488347
DiffQL,resetdie,277,6.0,6.51358564389271
DiffQL,resetdie,278,6.0,5.215550176666861
DiffQL,resetdie,279,6.0,6.059567502997289
DiffQL,resetdie,280,6.0,5.696943523640849
DiffQL,resetdie,281,6.0,5.642482936700754
DiffQL,resetdie,282,6.0,6.059244866260298
DiffQL,resetdie,283,6.0,6.362074441626061
DiffQL,resetdie,284,6.0,5.347934136070433
DiffQL,resetdie,285,6.0,5.890909859956825
DiffQL,resetdie,286,6.0,5.735787023094109
DiffQL,resetdie,287,6.0,6.174011858566947
DiffQL,resetdie,288,6.0,6.4457865170108235
DiffQL,resetdie,289,6.0,5.612284512971722
DiffQL,resetdie,290,6.0,6.455602574799141
DiffQL,resetdie,291,6.0,6.370198702612224
DiffQL,resetdie,292,6.0,6.192818981540202
DiffQL,resetdie,293,6.0,6.385015647858522
DiffQL,resetdie,294,6.0,6.279101723222617
DiffQL,resetdie,295,6.0,5.689423866308168
DiffQL,resetdie,296,6.0,5.957723772773333
DiffQL,resetdie,297,6.0,6.153603965981876
DiffQL,resetdie,298,6.0,5.672026306266014
DiffQL,resetdie,299,6.0,5.810043325805789
DiffQL,resetdie,300,6.0,5.862833157404169
DiffQL,resetdie,301,6.0,5.719543187072884
DiffQL,resetdie,302,6.0,6.2898630581609885
DiffQL,resetdie,303,6.0,6.630225256112161
DiffQL,resetdie,304,6.0,6.108453462682912
DiffQL,resetdie,305,6.0,5.846285317715517
DiffQL,resetdie,306,6.0,6.132613996294935
DiffQL,resetdie,307,6.0,5.935726693096541
DiffQL,resetdie,308,6.0,5.8270948393572635
DiffQL,resetdie,309,6.0,5.5044011981618
DiffQL,resetdie,310,6.0,5.624408014980566
DiffQL,resetdie,311,6.0,6.562652527434929
DiffQL,resetdie,312,6.0,5.714236246486159
DiffQL,resetdie,313,6.0,6.4245981650330615
DiffQL,resetdie,314,6.0,6.046207160317431
DiffQL,resetdie,315,6.0,5.671566616724653
DiffQL,resetdie,316,6.0,6.04344365847591
DiffQL,resetdie,317,6.0,5.380827732784604
DiffQL,resetdie,318,6.0,5.870146514076657
DiffQL,resetdie,319,6.0,5.5445078380372586
DiffQL,resetdie,320,5.0,4.976518246500262
DiffQL,resetdie,321,6.0,5.619910900172842
DiffQL,resetdie,322,6.0,6.227449710937566
DiffQL,resetdie,323,6.0,6.167544386093699
DiffQL,resetdie,324,6.0,6.167517882034304
DiffQL,resetdie,325,6.0,5.720525196644383
DiffQL,resetdie,326,6.0,6.621561822034354
DiffQL,resetdie,327,6.0,6.210473028273514
DiffQL,resetdie,328,6.0,6.119812681303905
DiffQL,resetdie,329,6.0,5.974324214403835
DiffQL,resetdie,330,6.0,6.279755313178467
DiffQL,resetdie,331,6.0,6.0459154954486065
DiffQL,resetdie,332,6.0,6.074473778312498
DiffQL,resetdie,333,6.0,5.494010529117037
DiffQL,resetdie,334,6.0,6.267917288490921
DiffQL,resetdie,335,6.0,5.678999033895023
DiffQL,resetdie,336,6.0,5.829431342147937
DiffQL,resetdie,337,6.0,5.927924325766447
DiffQL,resetdie,338,6.0,6.427500274785416
DiffQL,resetdie,339,6.0,6.058632531272216
DiffQL,resetdie,340,6.0,6.1876852680153265
DiffQL,resetdie,341,6.0,6.389247392406377
DiffQL,resetdie,342,6.0,6.171053260948313
DiffQL,resetdie,343,6.0,5.997647976742558
DiffQL,resetdie,344,6.0,5.94514393081728
DiffQL,resetdie,345,6.0,5.4029958539919765
DiffQL,resetdie,346,6.0,5.902408472199251
DiffQL,resetdie,347,6.0,6.009837619394667
DiffQL,resetdie,348,6.0,6.469127698451495
DiffQL,resetdie,349,6.0,5.840531818151521
DiffQL,resetdie,350,6.0,5.526545242341473
DiffQL,resetdie,351,6.0,5.758210812491023
DiffQL,resetdie,352,6.0,6.066159621004136
DiffQL,resetdie,353,6.0,5.389356908702456
DiffQL,resetdie,354,6.0,6.121184347683875
DiffQL,resetdie,355,6.0,6.000465982681406
DiffQL,resetdie,356,6.0,5.7810259058744995
DiffQL,resetdie,357,6.0,5.515299932998333
DiffQL,resetdie,358,6.0,5.954100545879586
DiffQL,resetdie,359,6.0,6.1920793608963525
DiffQL,resetdie,360,6.0,6.0676925610039945
DiffQL,resetdie,361,6.0,5.974562348163733
DiffQL,resetdie,362,6.0,5.5435128137163545
DiffQL,resetdie,363,6.0,6.323874824763735
DiffQL,resetdie,364,6.0,6.537892567887192
DiffQL,resetdie,365,6.0,5.381554629813579
DiffQL,resetdie,366,6.0,5.660880825376614
DiffQL,resetdie,367,6.0,6.785832713182258
DiffQL,resetdie,368,6.0,6.206636040456844
DiffQL,resetdie,369,6.0,5.89883014543304
DiffQL,resetdie,370,6.0,6.204569248879217
DiffQL,resetdie,371,6.0,6.19875718482871
DiffQL,resetdie,372,6.0,6.0196240390819336
DiffQL,resetdie,373,6.0,5.763197059542099
DiffQL,resetdie,374,5.0,4.995417285684002
DiffQL,resetdie,375,6.0,5.953630042712399
DiffQL,resetdie,376,6.0,6.0867854214381625
DiffQL,resetdie,377,6.0,6.126580494540249
DiffQL,resetdie,378,6.0,6.202813905547619
DiffQL,resetdie,379,6.0,6.783741482120617
DiffQL,resetdie,380,6.0,6.08199543149298
DiffQL,resetdie,381,6.0,6.535890120312169
DiffQL,resetdie,382,6.0,5.308691399707973
DiffQL,resetdie,383,6.0,6.159944382558814
DiffQL,resetdie,384,6.0,5.6775648145357565
DiffQL,resetdie,385,6.0,5.684077579380917
DiffQL,resetdie,386,6.0,6.00971919042351
DiffQL,resetdie,387,6.0,6.122386791250861
DiffQL,resetdie,388,6.0,5.636474348341203
DiffQL,resetdie,389,5.0,5.309733726889749
DiffQL,resetdie,390,6.0,6.560372761769916
DiffQL,resetdie,391,6.0,5.91462789915136
DiffQL,resetdie,392,6.0,5.990946985853499
DiffQL,resetdie,393,6.0,5.99527935535545
DiffQL,resetdie,394,6.0,6.193387920699872
DiffQL,resetdie,395,6.0,6.883609478584787
DiffQL,resetdie,396,6.0,5.680886608387656
DiffQL,resetdie,397,6.0,6.0666863542259115
DiffQL,resetdie,398,6.0,5.880686296457618
DiffQL,resetdie,399,6.0,6.443215483312318
DiffQL,resetdie,400,6.0,5.23778952813843
DiffQL,resetdie,401,6.0,6.348110802156705
DiffQL,resetdie,402,6.0,5.660917703384289
DiffQL,resetdie,403,6.0,6.281262280887679
DiffQL,resetdie,404,6.0,5.9289698267865045
DiffQL,resetdie,405,6.0,6.030510690386243
DiffQL,resetdie,406,6.0,5.818844784330008
DiffQL,resetdie,407,6.0,6.395129911879221
DiffQL,resetdie,408,6.0,5.048351014569942
DiffQL,resetdie,409,6.0,6.045149500527603
DiffQL,resetdie,410,6.0,6.191876122012616
DiffQL,resetdie,411,6.0,5.867389961903326
DiffQL,resetdie,412,6.0,6.279054523242838
DiffQL,resetdie,413,6.0,5.830261102053403
DiffQL,resetdie,414,6.0,5.711098675348103
DiffQL,resetdie,415,6.0,5.893271867593325
DiffQL,resetdie,416,6.0,6.027876115652632
DiffQL,resetdie,417,6.0,6.643223364559695
DiffQL,resetdie,418,6.0,6.579368927609832
DiffQL,resetdie,419,6.0,5.879031701304927
DiffQL,resetdie,420,6.0,5.595734217967205
DiffQL,resetdie,421,6.0,6.355560824842234
DiffQL,resetdie,422,6.0,5.890562358287378
DiffQL,resetdie,423,6.0,6.31450977334118
DiffQL,resetdie,424,6.0,5.877132072616865
DiffQL,resetdie,425,6.0,5.98749887820264
DiffQL,resetdie,426,6.0,5.492424433980693
DiffQL,resetdie,427,6.0,6.111336976386783
DiffQL,resetdie,428,6.0,5.886696719073196
DiffQL,resetdie,429,6.0,5.993844317692408
DiffQL,resetdie,430,6.0,6.561783025195681
DiffQL,resetdie,431,6.0,5.924269927955415
DiffQL,resetdie,432,6.0,6.034863562396673
DiffQL,resetdie,433,6.0,5.808064749491892
DiffQL,resetdie,434,6.0,6.069838370791184
DiffQL,resetdie,435,6.0,6.128665177718716
DiffQL,resetdie,436,6.0,6.157300349364242
DiffQL,resetdie,437,6.0,5.826287265197447
DiffQL,resetdie,438,6.0,6.155408022999396
DiffQL,resetdie,439,6.0,5.92197904745603
DiffQL,resetdie,440,6.0,5.040920604649073
DiffQL,resetdie,441,6.0,6.056922207437233
DiffQL,resetdie,442,6.0,6.123069037582461
DiffQL,resetdie,443,6.0,5.725883418530655
DiffQL,resetdie,444,6.0,5.427129187435655
DiffQL,resetdie,445,6.0,6.940937962437294
DiffQL,resetdie,446,6.0,6.003130100621075
DiffQL,resetdie,447,6.0,5.935580657804769
DiffQL,resetdie,448,6.0,5.7443887677253835
DiffQL,resetdie,449,6.0,5.812742503250488
DiffQL,resetdie,450,6.0,5.843188679826
DiffQL,resetdie,451,6.0,5.809041839171914
DiffQL,resetdie,452,6.0,5.849608743864545
DiffQL,resetdie,453,6.0,5.741843112082108
DiffQL,resetdie,454,6.0,5.8770147633158345
DiffQL,resetdie,455,6.0,5.661548716996047
DiffQL,resetdie,456,6.0,6.295694949807748
DiffQL,resetdie,457,6.0,6.0659741059160694
DiffQL,resetdie,458,6.0,6.111356475896777
DiffQL,resetdie,459,6.0,5.8639477624789675
DiffQL,resetdie,460,6.0,6.236217980175456
DiffQL,resetdie,461,6.0,5.7797283660389525
DiffQL,resetdie,462,6.0,6.229800261675294
DiffQL,resetdie,463,6.0,6.130832279344509
DiffQL,resetdie,464,6.0,5.5997221969075905
DiffQL,resetdie,465,6.0,5.93732728490041
DiffQL,resetdie,466,6.0,6.093924482769764
DiffQL,resetdie,467,6.0,6.5110311715950315
DiffQL,resetdie,468,6.0,5.660544386251253
DiffQL,resetdie,469,6.0,5.307108902477071
DiffQL,resetdie,470,6.0,6.366135853364233
DiffQL,resetdie,471,6.0,5.8745163408147
DiffQL,resetdie,472,6.0,5.89791980451638
DiffQL,resetdie,473,6.0,5.791604894084377
DiffQL,resetdie,474,6.0,5.480942609173397
DiffQL,resetdie,475,6.0,5.808289708890832
DiffQL,resetdie,476,6.0,5.9509243935665594
DiffQL,resetdie,477,6.0,6.095154739378139
DiffQL,resetdie,478,6.0,5.848827604685363
DiffQL,resetdie,479,6.0,5.467940841509433
DiffQL,resetdie,480,6.0,6.203740612250242
DiffQL,resetdie,481,6.0,5.940205845522918
DiffQL,resetdie,482,6.0,6.73857420679096
DiffQL,resetdie,483,6.0,6.12525229228516
DiffQL,resetdie,484,6.0,6.390903517065746
DiffQL,resetdie,485,6.0,5.582683137391901
DiffQL,resetdie,486,6.0,5.441159908111888
DiffQL,resetdie,487,6.0,6.426058569300536
DiffQL,resetdie,488,6.0,6.104780951675068
DiffQL,resetdie,489,6.0,5.8348560232230895
DiffQL,resetdie,490,6.0,6.197538455607141
DiffQL,resetdie,491,6.0,4.934101326523786
DiffQL,resetdie,492,6.0,6.211712599084668
DiffQL,resetdie,493,6.0,5.783316727626933
DiffQL,resetdie,494,6.0,6.538164658003056
DiffQL,resetdie,495,6.0,5.310269267267087
DiffQL,resetdie,496,6.0,6.047268823324264
DiffQL,resetdie,497,6.0,5.433572509156699
DiffQL,resetdie,498,6.0,5.518389691195447
DiffQL,resetdie,499,6.0,6.224463584795014
